date,store_nbr,item_nbr,unit_sales,onpromotion,city,type_x,cluster,family,perishable,type_y,locale,transferred,dcoilwtico
2017-07-28,51,457556,2.0,False,Guayaquil,A,17,GROCERY I,0,,,,49.72
2017-08-11,4,1696044,8.2,False,Quito,D,9,PRODUCE,1,Transfer,National,False,48.81
2017-07-17,13,223434,4.0,False,Latacunga,C,15,GROCERY I,0,,,,46.02
2017-07-30,42,1246785,4.0,False,Cuenca,D,2,GROCERY I,0,,,,
2017-08-10,38,1464005,3.0,False,Loja,D,4,BEVERAGES,0,Holiday,National,True,48.54
2017-08-01,39,584126,25.679,False,Cuenca,B,6,MEATS,1,,,,49.19
2017-07-28,54,1457005,1.0,False,El Carmen,C,3,HOME CARE,0,,,,49.72
2017-08-12,28,2048381,4.0,False,Guayaquil,E,10,GROCERY I,0,,,,
2017-07-18,1,872306,2.0,False,Quito,D,13,GROCERY I,0,,,,46.4
2017-08-13,29,320681,4.0,False,Guayaquil,E,10,GROCERY I,0,,,,
2017-08-12,45,873687,2.0,False,Quito,A,11,PERSONAL CARE,0,,,,
2017-07-28,49,1047696,4.0,False,Quito,A,11,BEVERAGES,0,,,,49.72
2017-08-07,54,1079215,2.0,False,El Carmen,C,3,CLEANING,0,,,,49.37
2017-07-24,46,1229636,2.0,False,Quito,A,14,PERSONAL CARE,0,Additional,Local,False,46.21
2017-08-04,45,321798,2.0,False,Quito,A,11,CLEANING,0,,,,49.57
2017-07-29,39,265672,2.0,False,Cuenca,B,6,GROCERY I,0,,,,
2017-08-09,3,2011225,1.0,False,Quito,D,8,GROCERY I,0,,,,49.59
2017-07-25,28,268664,1.0,False,Guayaquil,E,10,GROCERY I,0,Additional,Local,False,47.77
2017-07-21,3,1354383,6.0,False,Quito,D,8,GROCERY I,0,,,,45.78
2017-08-09,36,173111,1.0,False,Libertad,E,10,GROCERY I,0,,,,49.59
2017-07-16,8,119191,14.0,False,Quito,D,8,CLEANING,0,,,,
2017-07-27,17,1176560,1.0,False,Quito,C,12,GROCERY I,0,,,,49.05
2017-07-21,50,617548,3.0,False,Ambato,A,14,PERSONAL CARE,0,,,,45.78
2017-07-20,47,2047496,8.0,False,Quito,A,14,BEVERAGES,0,,,,46.73
2017-08-05,1,1239862,1.241,False,Quito,D,13,POULTRY,1,Holiday,Local,False,
2017-07-19,7,1457251,1.0,False,Quito,D,8,HOME CARE,0,,,,47.1
2017-08-15,42,1693656,32.0,False,Cuenca,D,2,PRODUCE,1,Holiday,Local,False,47.57
2017-07-29,14,564533,41.0,False,Riobamba,C,7,GROCERY I,0,,,,
2017-08-12,8,884878,4.0,False,Quito,D,8,BEVERAGES,0,,,,
2017-08-10,53,129297,1.0,False,Manta,D,13,GROCERY I,0,Holiday,National,True,48.54
2017-07-31,41,2016362,3.0,False,Machala,D,4,GROCERY I,0,,,,50.21
2017-07-18,27,793345,1.0,False,Daule,D,1,PERSONAL CARE,0,,,,46.4
2017-07-24,8,1453122,2.0,False,Quito,D,8,BREAD/BAKERY,1,Additional,Local,False,46.21
2017-08-07,10,986193,2.0,False,Quito,C,15,BREAD/BAKERY,1,,,,49.37
2017-07-27,52,268676,4.0,False,Manta,A,11,GROCERY I,0,,,,49.05
2017-07-27,48,2048609,7.0,False,Quito,A,14,GROCERY I,0,,,,49.05
2017-08-02,9,1693648,31.415,False,Quito,B,6,PRODUCE,1,,,,49.6
2017-08-12,48,2028983,2.0,True,Quito,A,14,GROCERY I,0,,,,
2017-08-14,22,1457339,7.0,False,Puyo,C,7,HOME CARE,0,,,,47.59
2017-07-25,42,1975680,7.0,True,Cuenca,D,2,GROCERY I,0,Additional,Local,False,47.77
2017-07-29,9,1576321,9.0,False,Quito,B,6,CELEBRATION,0,,,,
2017-07-23,9,1463860,17.0,False,Quito,B,6,BEVERAGES,0,Holiday,Local,False,
2017-08-11,15,1418844,1.0,False,Ibarra,C,15,GROCERY I,0,Transfer,National,False,48.81
2017-07-25,49,692537,22.0,False,Quito,A,11,GROCERY I,0,Additional,Local,False,47.77
2017-07-28,45,358231,49.0,True,Quito,A,11,CLEANING,0,,,,49.72
2017-08-04,1,1463566,6.0,False,Quito,D,13,BEVERAGES,0,,,,49.57
2017-07-24,45,1473474,279.847,False,Quito,A,11,PRODUCE,1,Additional,Local,False,46.21
2017-08-06,3,852938,6.0,False,Quito,D,8,FROZEN FOODS,0,,,,
2017-07-23,28,2010269,5.0,False,Guayaquil,E,10,GROCERY I,0,Holiday,Local,False,
2017-07-19,1,1457202,2.0,False,Quito,D,13,HOME CARE,0,,,,47.1
2017-08-06,44,2011450,1.0,False,Quito,A,5,GROCERY I,0,,,,
2017-07-20,42,226126,4.0,False,Cuenca,D,2,CLEANING,0,,,,46.73
2017-08-05,25,1693644,1.0,False,Salinas,D,1,PRODUCE,1,Holiday,Local,False,
2017-08-01,9,1463509,2.0,False,Quito,B,6,BEVERAGES,0,,,,49.19
2017-07-16,52,1033395,10.0,False,Manta,A,11,BREAD/BAKERY,1,,,,
2017-07-23,19,108698,3.0,False,Guaranda,C,15,DELI,1,Holiday,Local,False,
2017-07-22,37,1444597,2.0,False,Cuenca,D,2,GROCERY I,0,,,,
2017-07-31,2,1239797,5.0,False,Quito,D,13,DAIRY,1,,,,50.21
2017-08-05,12,587104,4.713,False,Latacunga,C,15,MEATS,1,Holiday,Local,False,
2017-07-19,44,2047506,12.0,False,Quito,A,5,BEVERAGES,0,,,,47.1
2017-08-15,17,820003,1.873,False,Quito,C,12,MEATS,1,Holiday,Local,False,47.57
2017-07-16,3,1105212,25.0,False,Quito,D,8,GROCERY I,0,,,,
2017-07-17,35,949296,4.0,False,Playas,C,3,CLEANING,0,,,,46.02
2017-07-30,24,264576,1.0,False,Guayaquil,D,1,FROZEN FOODS,0,,,,
2017-07-29,18,660311,19.0,False,Quito,B,16,BREAD/BAKERY,1,,,,
2017-07-23,16,208384,3.0,False,Santo Domingo,C,3,EGGS,1,Holiday,Local,False,
2017-07-29,49,1311104,1.0,False,Quito,A,11,"LIQUOR,WINE,BEER",0,,,,
2017-08-05,28,1958187,2.0,False,Guayaquil,E,10,BEVERAGES,0,Holiday,Local,False,
2017-08-13,54,1456912,4.0,True,El Carmen,C,3,HOME CARE,0,,,,
2017-07-28,52,2110456,2.0,False,Manta,A,11,BEVERAGES,0,,,,49.72
2017-08-11,3,853195,9.0,False,Quito,D,8,CLEANING,0,Transfer,National,False,48.81
2017-07-25,44,1239918,8.0,True,Quito,A,5,DAIRY,1,Additional,Local,False,47.77
2017-08-10,3,1346632,3.0,True,Quito,D,8,CLEANING,0,Holiday,National,True,48.54
2017-08-15,45,583868,29.693,False,Quito,A,11,MEATS,1,Holiday,Local,False,47.57
2017-08-03,50,275823,5.0,False,Ambato,A,14,CLEANING,0,,,,49.03
2017-07-26,15,848765,1.0,False,Ibarra,C,15,GROCERY I,0,,,,48.58
2017-07-19,27,2067333,2.0,False,Daule,D,1,GROCERY I,0,,,,47.1
2017-08-02,44,1047675,20.0,False,Quito,A,5,BEVERAGES,0,,,,49.6
2017-08-09,47,1913462,74.0,True,Quito,A,14,PRODUCE,1,,,,49.59
2017-07-19,33,1070962,1.0,False,Quevedo,C,3,GROCERY I,0,,,,47.1
2017-08-07,40,1463998,2.0,False,Machala,C,3,BEVERAGES,0,,,,49.37
2017-08-15,14,208498,1.0,True,Riobamba,C,7,CLEANING,0,Holiday,Local,False,47.57
2017-07-25,27,870546,2.0,False,Daule,D,1,PERSONAL CARE,0,Additional,Local,False,47.77
2017-08-06,4,1444598,3.0,False,Quito,D,9,GROCERY I,0,,,,
2017-07-27,20,364834,8.0,False,Quito,B,6,GROCERY I,0,,,,49.05
2017-07-31,11,900196,20.0,False,Cayambe,B,6,DAIRY,1,,,,50.21
2017-08-11,11,559682,2.0,False,Cayambe,B,6,GROCERY I,0,Transfer,National,False,48.81
2017-08-08,47,1971436,5.0,False,Quito,A,14,DAIRY,1,,,,49.07
2017-08-06,44,358264,11.0,False,Quito,A,5,GROCERY I,0,,,,
2017-07-17,39,1349806,2.0,False,Cuenca,B,6,GROCERY I,0,,,,46.02
2017-07-15,37,1045449,1.0,False,Cuenca,D,2,BREAD/BAKERY,1,,,,
2017-08-03,20,1047679,31.0,False,Quito,B,6,BEVERAGES,0,,,,49.03
2017-08-06,49,1463800,8.0,False,Quito,A,11,BEVERAGES,0,,,,
2017-07-16,53,1078288,3.0,False,Manta,D,13,GROCERY I,0,,,,
2017-08-07,19,2009639,1.0,False,Guaranda,C,15,DAIRY,1,,,,49.37
2017-08-11,24,979197,1.0,False,Guayaquil,D,1,CLEANING,0,Transfer,National,False,48.81
2017-07-18,50,507641,6.0,True,Ambato,A,14,DAIRY,1,,,,46.4
2017-08-12,47,157956,4.0,False,Quito,A,14,GROCERY I,0,,,,
2017-07-21,42,2087543,1.0,False,Cuenca,D,2,DAIRY,1,,,,45.78
2017-08-11,42,2048271,6.0,False,Cuenca,D,2,GROCERY I,0,Transfer,National,False,48.81
2017-07-16,3,686034,1.0,False,Quito,D,8,BEVERAGES,0,,,,
2017-07-30,38,1393047,2.0,False,Loja,D,4,GROCERY I,0,,,,
2017-08-02,47,1719504,12.252,True,Quito,A,14,PRODUCE,1,,,,49.6
2017-07-19,35,1457359,6.0,False,Playas,C,3,HOME CARE,0,,,,47.1
2017-07-30,48,2011153,14.0,False,Quito,A,14,GROCERY I,0,,,,
2017-08-06,27,1579069,7.0,False,Daule,D,1,PRODUCE,1,,,,
2017-07-26,14,584125,0.774,False,Riobamba,C,7,MEATS,1,,,,48.58
2017-07-29,50,1717181,1.0,False,Ambato,A,14,PRODUCE,1,,,,
2017-08-08,1,1465130,3.0,False,Quito,D,13,BEVERAGES,0,,,,49.07
2017-08-10,10,1047699,1.0,False,Quito,C,15,BEVERAGES,0,Holiday,National,True,48.54
2017-08-13,4,158680,8.0,False,Quito,D,9,EGGS,1,,,,
2017-07-23,49,1345071,2.0,False,Quito,A,11,GROCERY I,0,Holiday,Local,False,
2017-07-20,48,1457199,7.0,False,Quito,A,14,HOME CARE,0,,,,46.73
2017-07-31,11,580929,1.0,False,Cayambe,B,6,GROCERY I,0,,,,50.21
2017-07-26,49,1726956,21.0,True,Quito,A,11,PRODUCE,1,,,,48.58
2017-08-09,43,1689854,19.0,False,Esmeraldas,E,10,PRODUCE,1,,,,49.59
2017-07-15,46,1961606,1.0,False,Quito,A,14,CLEANING,0,,,,
2017-07-21,47,1696044,1.767,False,Quito,A,14,PRODUCE,1,,,,45.78
2017-07-24,11,683721,1.0,False,Cayambe,B,6,GROCERY I,0,Additional,Local,False,46.21
2017-08-07,44,454589,3.0,False,Quito,A,5,GROCERY I,0,,,,49.37
2017-07-29,8,1473410,102.453,False,Quito,D,8,PRODUCE,1,,,,
2017-08-15,23,699703,11.87,False,Ambato,D,9,MEATS,1,Holiday,Local,False,47.57
2017-08-12,7,1457175,4.0,False,Quito,D,8,HOME CARE,0,,,,
2017-07-29,37,2048141,27.0,False,Cuenca,D,2,GROCERY I,0,,,,
2017-07-21,10,1239797,1.0,False,Quito,C,15,DAIRY,1,,,,45.78
2017-07-18,23,968936,1.0,False,Ambato,D,9,"LIQUOR,WINE,BEER",0,,,,46.4
2017-08-13,1,311994,14.679,False,Quito,D,13,BREAD/BAKERY,1,,,,
2017-07-19,2,2037008,2.0,False,Quito,D,13,HOME CARE,0,,,,47.1
2017-08-12,10,1228995,2.0,False,Quito,C,15,PERSONAL CARE,0,,,,
2017-08-12,43,1422500,6.0,False,Esmeraldas,E,10,DELI,1,,,,
2017-08-09,45,1463993,225.0,False,Quito,A,11,BEVERAGES,0,,,,49.59
2017-07-20,17,1349807,5.0,False,Quito,C,12,GROCERY I,0,,,,46.73
2017-07-29,12,1354384,5.0,False,Latacunga,C,15,GROCERY I,0,,,,
2017-07-19,23,1328907,8.0,False,Ambato,D,9,PERSONAL CARE,0,,,,47.1
2017-08-01,27,315221,7.0,False,Daule,D,1,GROCERY I,0,,,,49.19
2017-08-03,29,1696036,5.0,False,Guayaquil,E,10,PRODUCE,1,,,,49.03
2017-08-14,19,219152,15.0,False,Guaranda,C,15,BEVERAGES,0,,,,47.59
2017-07-24,40,1456881,14.0,False,Machala,C,3,HOME CARE,0,Additional,Local,False,46.21
2017-08-07,27,1229026,2.0,False,Daule,D,1,PERSONAL CARE,0,,,,49.37
2017-08-08,50,2054635,4.0,False,Ambato,A,14,BEVERAGES,0,,,,49.07
2017-08-15,16,841514,9.0,False,Santo Domingo,C,3,GROCERY I,0,Holiday,Local,False,47.57
2017-07-20,15,1047773,6.0,False,Ibarra,C,15,BEVERAGES,0,,,,46.73
2017-07-18,22,853196,3.0,False,Puyo,C,7,CLEANING,0,,,,46.4
2017-07-17,9,464906,2.0,True,Quito,B,6,GROCERY I,0,,,,46.02
2017-07-29,34,1961112,3.185,False,Guayaquil,B,6,PRODUCE,1,,,,
2017-08-01,44,1369873,9.0,False,Quito,A,5,HOME AND KITCHEN II,0,,,,49.19
2017-07-16,34,1489899,6.0,False,Guayaquil,B,6,PRODUCE,1,,,,
2017-08-06,36,987308,43.0,False,Libertad,E,10,GROCERY I,0,,,,
2017-08-10,49,1464073,5.0,False,Quito,A,11,BEVERAGES,0,Holiday,National,True,48.54
2017-08-07,27,2053751,2.0,False,Daule,D,1,BEVERAGES,0,,,,49.37
2017-08-13,50,783243,30.0,False,Ambato,A,14,GROCERY I,0,,,,
2017-08-11,48,464112,3.0,False,Quito,A,14,GROCERY I,0,Transfer,National,False,48.81
2017-07-24,39,155610,18.0,True,Cuenca,B,6,GROCERY I,0,Additional,Local,False,46.21
2017-08-01,27,2028754,1.0,False,Daule,D,1,DAIRY,1,,,,49.19
2017-07-27,50,1092008,2.0,False,Ambato,A,14,BREAD/BAKERY,1,,,,49.05
2017-07-19,50,1913257,4.0,False,Ambato,A,14,CLEANING,0,,,,47.1
2017-07-15,8,1224521,13.0,False,Quito,D,8,BEVERAGES,0,,,,
2017-08-11,51,886398,2.0,False,Guayaquil,A,17,GROCERY I,0,Transfer,National,False,48.81
2017-08-15,18,1463992,69.0,False,Quito,B,16,BEVERAGES,0,Holiday,Local,False,47.57
2017-08-12,45,1695936,17.65,False,Quito,A,11,PRODUCE,1,,,,
2017-07-19,3,1458834,41.0,True,Quito,D,8,BEVERAGES,0,,,,47.1
2017-07-21,1,1575235,2.0,False,Quito,D,13,PLAYERS AND ELECTRONICS,0,,,,45.78
2017-07-21,16,671908,1.0,True,Santo Domingo,C,3,DELI,1,,,,45.78
2017-08-06,29,108698,1.0,False,Guayaquil,E,10,DELI,1,,,,
2017-07-26,46,2010511,12.0,False,Quito,A,14,GROCERY I,0,,,,48.58
2017-07-28,50,2061404,24.0,False,Ambato,A,14,BEVERAGES,0,,,,49.72
2017-07-23,20,2003389,9.0,True,Quito,B,6,GROCERY I,0,Holiday,Local,False,
2017-07-28,49,757880,5.0,False,Quito,A,11,GROCERY I,0,,,,49.72
2017-07-25,20,1463888,3.0,False,Quito,B,6,BEVERAGES,0,Additional,Local,False,47.77
2017-08-04,36,1967642,6.0,False,Libertad,E,10,GROCERY I,0,,,,49.57
2017-08-07,24,1673297,5.0,True,Guayaquil,D,1,PRODUCE,1,,,,49.37
2017-08-04,48,881912,7.0,False,Quito,A,14,GROCERY I,0,,,,49.57
2017-08-07,6,968935,2.0,False,Quito,D,13,"LIQUOR,WINE,BEER",0,,,,49.37
2017-08-07,53,584099,4.31,False,Manta,D,13,MEATS,1,,,,49.37
2017-07-30,28,554145,5.0,False,Guayaquil,E,10,GROCERY I,0,,,,
2017-07-22,48,1920059,3.0,False,Quito,A,14,GROCERY I,0,,,,
2017-08-09,23,911989,6.0,False,Ambato,D,9,CLEANING,0,,,,49.59
2017-08-15,9,368139,2.0,False,Quito,B,6,GROCERY I,0,Holiday,Local,False,47.57
2017-07-25,2,1463936,6.0,False,Quito,D,13,BEVERAGES,0,Additional,Local,False,47.77
2017-07-31,43,907686,12.0,False,Esmeraldas,E,10,BEVERAGES,0,,,,50.21
2017-08-15,1,1503899,8.0,False,Quito,D,13,PRODUCE,1,Holiday,Local,False,47.57
2017-07-25,3,583797,0.912,False,Quito,D,8,MEATS,1,Additional,Local,False,47.77
2017-08-04,11,1161572,9.0,False,Cayambe,B,6,GROCERY I,0,,,,49.57
2017-07-15,15,1696026,8.0,False,Ibarra,C,15,PRODUCE,1,,,,
2017-08-05,37,464302,3.0,False,Cuenca,D,2,GROCERY I,0,Holiday,Local,False,
2017-08-04,47,1463820,7.0,False,Quito,A,14,BEVERAGES,0,,,,49.57
2017-07-29,18,949243,7.0,False,Quito,B,16,PERSONAL CARE,0,,,,
2017-07-18,47,749421,5.0,False,Quito,A,14,GROCERY I,0,,,,46.4
2017-07-19,35,1695848,1.83,False,Playas,C,3,PRODUCE,1,,,,47.1
2017-08-02,36,114799,13.0,False,Libertad,E,10,PERSONAL CARE,0,,,,49.6
2017-07-23,48,586823,8.0,False,Quito,A,14,CLEANING,0,Holiday,Local,False,
2017-08-04,9,177395,1.0,False,Quito,B,6,GROCERY I,0,,,,49.57
2017-08-05,1,1718319,2.0,False,Quito,D,13,PRODUCE,1,Holiday,Local,False,
2017-07-20,18,1246498,1.0,False,Quito,B,16,GROCERY I,0,,,,46.73
2017-08-09,40,1339883,8.0,False,Machala,C,3,FROZEN FOODS,0,,,,49.59
2017-07-31,6,2011471,1.0,False,Quito,D,13,GROCERY I,0,,,,50.21
2017-07-31,46,1066900,1.0,False,Quito,A,14,BEVERAGES,0,,,,50.21
2017-07-16,48,115891,14.0,False,Quito,A,14,GROCERY I,0,,,,
2017-08-04,4,1464025,6.0,False,Quito,D,9,BEVERAGES,0,,,,49.57
2017-07-25,45,1367438,1.0,False,Quito,A,11,HOME AND KITCHEN II,0,Additional,Local,False,47.77
2017-08-01,3,1906100,2.0,False,Quito,D,8,PRODUCE,1,,,,49.19
2017-07-21,45,1915036,5.0,False,Quito,A,11,HOME CARE,0,,,,45.78
2017-07-31,17,1423681,11.0,False,Quito,C,12,DAIRY,1,,,,50.21
2017-08-12,6,1167188,2.0,False,Quito,D,13,GROCERY II,0,,,,
2017-07-31,45,789223,6.0,False,Quito,A,11,CLEANING,0,,,,50.21
2017-08-01,25,1457177,3.0,False,Salinas,D,1,HOME CARE,0,,,,49.19
2017-08-07,45,1695828,45.243,False,Quito,A,11,PRODUCE,1,,,,49.37
2017-08-04,10,841607,1.0,False,Quito,C,15,CLEANING,0,,,,49.57
2017-08-06,2,584078,3.014,False,Quito,D,13,MEATS,1,,,,
2017-07-25,48,881911,6.0,False,Quito,A,14,GROCERY I,0,Additional,Local,False,47.77
2017-08-09,14,1179109,1.0,False,Riobamba,C,7,GROCERY I,0,,,,49.59
2017-07-31,7,1463935,2.0,False,Quito,D,8,BEVERAGES,0,,,,50.21
2017-07-31,20,1958238,2.0,False,Quito,B,6,BEVERAGES,0,,,,50.21
2017-07-28,20,165718,1.0,False,Quito,B,6,BREAD/BAKERY,1,,,,49.72
2017-07-23,53,592942,5.0,False,Manta,D,13,GROCERY I,0,Holiday,Local,False,
2017-07-27,50,1047786,5.0,False,Ambato,A,14,BEVERAGES,0,,,,49.05
2017-08-12,39,1502383,2.0,False,Cuenca,B,6,PRODUCE,1,,,,
2017-07-25,7,562568,1.0,False,Quito,D,8,GROCERY I,0,Additional,Local,False,47.77
2017-08-01,2,1372585,1.0,False,Quito,D,13,HOME AND KITCHEN II,0,,,,49.19
2017-08-03,50,890371,1.0,False,Ambato,A,14,GROCERY I,0,,,,49.03
2017-08-06,45,1584369,1.0,False,Quito,A,11,LADIESWEAR,0,,,,
2017-08-11,17,1171142,3.0,False,Quito,C,12,GROCERY I,0,Transfer,National,False,48.81
2017-08-13,36,1456916,3.0,False,Libertad,E,10,HOME CARE,0,,,,
2017-07-31,15,2083837,18.0,True,Ibarra,C,15,BEVERAGES,0,,,,50.21
2017-08-13,2,1279049,1.0,False,Quito,D,13,BREAD/BAKERY,1,,,,
2017-07-30,3,799461,6.0,False,Quito,D,8,GROCERY I,0,,,,
2017-07-31,13,890215,1.0,False,Latacunga,C,15,GROCERY I,0,,,,50.21
2017-08-06,28,876224,28.0,False,Guayaquil,E,10,GROCERY I,0,,,,
2017-07-25,44,1489882,32.0,False,Quito,A,5,PRODUCE,1,Additional,Local,False,47.77
2017-07-25,29,1400332,1.0,False,Guayaquil,E,10,CLEANING,0,Additional,Local,False,47.77
2017-08-06,41,378330,11.0,False,Machala,D,4,GROCERY I,0,,,,
2017-07-27,37,368624,2.0,False,Cuenca,D,2,BEVERAGES,0,,,,49.05
2017-07-26,41,2013674,2.0,False,Machala,D,4,GROCERY I,0,,,,48.58
2017-08-11,31,457688,3.0,False,Babahoyo,B,10,CLEANING,0,Transfer,National,False,48.81
2017-08-03,45,1473405,6.0,False,Quito,A,11,PRODUCE,1,,,,49.03
2017-07-29,3,1963606,4.0,False,Quito,D,8,PERSONAL CARE,0,,,,
2017-08-08,38,1400334,2.0,False,Loja,D,4,CLEANING,0,,,,49.07
2017-08-05,10,108833,2.0,False,Quito,C,15,EGGS,1,Holiday,Local,False,
2017-08-15,26,1915036,1.0,False,Guayaquil,D,10,HOME CARE,0,Holiday,Local,False,47.57
2017-08-13,21,1157329,16.0,False,Santo Domingo,B,6,GROCERY I,0,,,,
2017-07-21,31,866927,80.0,True,Babahoyo,B,10,DELI,1,,,,45.78
2017-08-06,41,2033805,17.0,False,Machala,D,4,DAIRY,1,,,,
2017-07-31,11,2007117,7.0,False,Cayambe,B,6,DAIRY,1,,,,50.21
2017-07-21,5,1463783,1.0,False,Santo Domingo,D,4,BEVERAGES,0,,,,45.78
2017-08-01,7,1950890,1.0,False,Quito,D,8,GROCERY I,0,,,,49.19
2017-07-17,49,269286,1.0,False,Quito,A,11,CLEANING,0,,,,46.02
2017-08-02,46,2011220,4.0,False,Quito,A,14,GROCERY I,0,,,,49.6
2017-08-13,44,2002282,1.0,False,Quito,A,5,"LIQUOR,WINE,BEER",0,,,,
2017-07-30,37,1052022,4.0,False,Cuenca,D,2,DAIRY,1,,,,
2017-07-31,48,903284,81.704,False,Quito,A,14,POULTRY,1,,,,50.21
2017-07-23,39,2016419,5.0,False,Cuenca,B,6,BEVERAGES,0,Holiday,Local,False,
2017-07-29,9,1412392,8.0,False,Quito,B,6,"LIQUOR,WINE,BEER",0,,,,
2017-08-01,5,103665,4.0,False,Santo Domingo,D,4,BREAD/BAKERY,1,,,,49.19
2017-07-15,4,1239795,1.0,False,Quito,D,9,DAIRY,1,,,,
2017-07-27,46,1960591,1.0,False,Quito,A,14,PRODUCE,1,,,,49.05
2017-08-08,27,619969,1.0,False,Daule,D,1,GROCERY I,0,,,,49.07
2017-07-28,35,464339,1.0,False,Playas,C,3,GROCERY I,0,,,,49.72
2017-08-03,31,2048399,3.0,False,Babahoyo,B,10,GROCERY I,0,,,,49.03
2017-07-16,17,1098624,19.0,False,Quito,C,12,PERSONAL CARE,0,,,,
2017-08-05,43,903286,25.286,False,Esmeraldas,E,10,POULTRY,1,Holiday,Local,False,
2017-07-23,22,2036460,4.0,False,Puyo,C,7,DELI,1,Holiday,Local,False,
2017-08-06,28,1464099,9.0,False,Guayaquil,E,10,BEVERAGES,0,,,,
2017-07-26,20,579759,3.0,False,Quito,B,6,GROCERY I,0,,,,48.58
2017-08-11,53,592801,3.0,False,Manta,D,13,DAIRY,1,Transfer,National,False,48.81
2017-08-01,52,1110679,2.0,False,Manta,A,11,SEAFOOD,1,,,,49.19
2017-07-20,4,1457840,6.0,False,Quito,D,9,BREAD/BAKERY,1,,,,46.73
2017-08-01,40,1162935,10.0,False,Machala,C,3,GROCERY I,0,,,,49.19
2017-07-18,36,1913599,2.0,False,Libertad,E,10,PERSONAL CARE,0,,,,46.4
2017-07-21,46,428394,1.0,False,Quito,A,14,GROCERY I,0,,,,45.78
2017-07-24,31,1089163,5.0,True,Babahoyo,B,10,EGGS,1,Additional,Local,False,46.21
2017-07-27,46,938436,1.0,False,Quito,A,14,CLEANING,0,,,,49.05
2017-08-15,34,1501520,11.0,True,Guayaquil,B,6,PRODUCE,1,Holiday,Local,False,47.57
2017-07-18,18,2057231,10.181,False,Quito,B,16,PREPARED FOODS,1,,,,46.4
2017-08-13,21,2026609,4.0,False,Santo Domingo,B,6,GROCERY I,0,,,,
2017-08-06,34,1089845,4.0,True,Guayaquil,B,6,BREAD/BAKERY,1,,,,
2017-07-20,53,936341,2.0,False,Manta,D,13,GROCERY I,0,,,,46.73
2017-08-02,37,268623,3.0,False,Cuenca,D,2,CLEANING,0,,,,49.6
2017-07-24,52,1696038,4.024,False,Manta,A,11,PRODUCE,1,Additional,Local,False,46.21
2017-08-10,25,1456952,2.0,True,Salinas,D,1,HOME CARE,0,Holiday,National,True,48.54
2017-08-05,4,1289417,1.0,False,Quito,D,9,GROCERY I,0,Holiday,Local,False,
2017-07-24,3,1673295,47.0,False,Quito,D,8,PRODUCE,1,Additional,Local,False,46.21
2017-08-14,25,1328907,4.0,False,Salinas,D,1,PERSONAL CARE,0,,,,47.59
2017-07-29,8,1914786,14.0,False,Quito,D,8,BEVERAGES,0,,,,
2017-08-15,28,752167,1.0,False,Guayaquil,E,10,GROCERY I,0,Holiday,Local,False,47.57
2017-08-12,46,1047690,45.0,False,Quito,A,14,BEVERAGES,0,,,,
2017-07-31,5,215468,6.0,False,Santo Domingo,D,4,LINGERIE,0,,,,50.21
2017-08-09,33,1993195,6.0,False,Quevedo,C,3,GROCERY I,0,,,,49.59
2017-08-06,37,1165988,4.0,False,Cuenca,D,2,GROCERY I,0,,,,
2017-08-11,23,1489899,10.0,False,Ambato,D,9,PRODUCE,1,Transfer,National,False,48.81
