id,date,store_nbr,item_nbr,unit_sales,onpromotion
123895229,2017-07-31,41,2016362,3.0,False
122512091,2017-07-18,27,793345,1.0,False
123106927,2017-07-24,8,1453122,2.0,False
124591612,2017-08-07,10,986193,2.0,False
123488758,2017-07-27,52,268676,4.0,False
123481442,2017-07-27,48,2048609,7.0,False
124055868,2017-08-02,9,1693648,31.415,False
125171856,2017-08-12,48,2028983,2.0,True
125331726,2017-08-14,22,1457339,7.0,False
123268749,2017-07-25,42,1975680,7.0,True
123617212,2017-07-29,9,1576321,9.0,False
122999524,2017-07-23,9,1463860,17.0,False
125003260,2017-08-11,15,1418844,1.0,False
123284283,2017-07-25,49,692537,22.0,False
123573178,2017-07-28,45,358231,49.0,True
124246432,2017-08-04,1,1463566,6.0,False
123173215,2017-07-24,45,1473474,279.847,False
124464836,2017-08-06,3,852938,6.0,False
123033850,2017-07-23,28,2010269,5.0,False
122567744,2017-07-19,1,1457202,2.0,False
124545347,2017-08-06,44,2011450,1.0,False
122738696,2017-07-20,42,226126,4.0,False
124398337,2017-08-05,25,1693644,1.0,False
123946053,2017-08-01,9,1463509,2.0,False
122355283,2017-07-16,52,1033395,10.0,False
123014772,2017-07-23,19,108698,3.0,False
122938249,2017-07-22,37,1444597,2.0,False
123822940,2017-07-31,2,1239797,5.0,False
124374188,2017-08-05,12,587104,4.713,False
122644072,2017-07-19,44,2047506,12.0,False
125424866,2017-08-15,17,820003,1.873,False
122253504,2017-07-16,3,1105212,25.0,False
122422417,2017-07-17,35,949296,4.0,False
123753145,2017-07-30,24,264576,1.0,False
123631171,2017-07-29,18,660311,19.0,False
123009405,2017-07-23,16,208384,3.0,False
123695570,2017-07-29,49,1311104,1.0,False
124404118,2017-08-05,28,1958187,2.0,False
125290963,2017-08-13,54,1456912,4.0,True
123593700,2017-07-28,52,2110456,2.0,False
124980035,2017-08-11,3,853195,9.0,False
123272252,2017-07-25,44,1239918,8.0,True
124882536,2017-08-10,3,1346632,3.0,True
125474437,2017-08-15,45,583868,29.693,False
124235192,2017-08-03,50,275823,5.0,False
123323419,2017-07-26,15,848765,1.0,False
122615003,2017-07-19,27,2067333,2.0,False
124116783,2017-08-02,44,1047675,20.0,False
124861209,2017-08-09,47,1913462,74.0,True
122623012,2017-07-19,33,1070962,1.0,False
124642111,2017-08-07,40,1463998,2.0,False
125420156,2017-08-15,14,208498,1.0,True
123242441,2017-07-25,27,870546,2.0,False
124468172,2017-08-06,4,1444598,3.0,False
123429845,2017-07-27,20,364834,8.0,False
123842240,2017-07-31,11,900196,20.0,False
124996665,2017-08-11,11,559682,2.0,False
124760627,2017-08-08,47,1971436,5.0,False
124542972,2017-08-06,44,358264,11.0,False
122430203,2017-07-17,39,1349806,2.0,False
122206568,2017-07-15,37,1045449,1.0,False
124178936,2017-08-03,20,1047679,31.0,False
124558668,2017-08-06,49,1463800,8.0,False
122357816,2017-07-16,53,1078288,3.0,False
124606550,2017-08-07,19,2009639,1.0,False
125018120,2017-08-11,24,979197,1.0,False
122556819,2017-07-18,50,507641,6.0,True
125166695,2017-08-12,47,157956,4.0,False
122841521,2017-07-21,42,2087543,1.0,False
125050984,2017-08-11,42,2048271,6.0,False
122252968,2017-07-16,3,686034,1.0,False
123779926,2017-07-30,38,1393047,2.0,False
124126166,2017-08-02,47,1719504,12.252,True
122625998,2017-07-19,35,1457359,6.0,False
123805248,2017-07-30,48,2011153,14.0,False
124512250,2017-08-06,27,1579069,7.0,False
123321983,2017-07-26,14,584125,0.774,False
123698902,2017-07-29,50,1717181,1.0,False
124676285,2017-08-08,1,1465130,3.0,False
124896694,2017-08-10,10,1047699,1.0,False
125191690,2017-08-13,4,158680,8.0,False
123077371,2017-07-23,49,1345071,2.0,False
122754337,2017-07-20,48,1457199,7.0,False
123841954,2017-07-31,11,580929,1.0,False
123385523,2017-07-26,49,1726956,21.0,True
124850656,2017-08-09,43,1689854,19.0,False
122228691,2017-07-15,46,1961606,1.0,False
122853639,2017-07-21,47,1696044,1.767,False
123111856,2017-07-24,11,683721,1.0,False
124648921,2017-08-07,44,454589,3.0,False
123614753,2017-07-29,8,1473410,102.453,False
125435183,2017-08-15,23,699703,11.87,False
125094474,2017-08-12,7,1457175,4.0,False
123667259,2017-07-29,37,2048141,27.0,False
122788595,2017-07-21,10,1239797,1.0,False
122505605,2017-07-18,23,968936,1.0,False
125185471,2017-08-13,1,311994,14.679,False
122570609,2017-07-19,2,2037008,2.0,False
125100692,2017-08-12,10,1228995,2.0,False
125157591,2017-08-12,43,1422500,6.0,False
124855649,2017-08-09,45,1463993,225.0,False
122698266,2017-07-20,17,1349807,5.0,False
123622239,2017-07-29,12,1354384,5.0,False
122607119,2017-07-19,23,1328907,8.0,False
123976611,2017-08-01,27,315221,7.0,False
124195313,2017-08-03,29,1696036,5.0,False
125325420,2017-08-14,19,219152,15.0,False
123161906,2017-07-24,40,1456881,14.0,False
124619923,2017-08-07,27,1229026,2.0,False
124768441,2017-08-08,50,2054635,4.0,False
125423397,2017-08-15,16,841514,9.0,False
122695180,2017-07-20,15,1047773,6.0,False
122503976,2017-07-18,22,853196,3.0,False
122378999,2017-07-17,9,464906,2.0,True
123661687,2017-07-29,34,1961112,3.185,False
124009997,2017-08-01,44,1369873,9.0,False
122313484,2017-07-16,34,1489899,6.0,False
124526973,2017-08-06,36,987308,43.0,False
124964859,2017-08-10,49,1464073,5.0,False
124620933,2017-08-07,27,2053751,2.0,False
125281139,2017-08-13,50,783243,30.0,False
125064546,2017-08-11,48,464112,3.0,False
123158894,2017-07-24,39,155610,18.0,True
123978418,2017-08-01,27,2028754,1.0,False
123485087,2017-07-27,50,1092008,2.0,False
122659088,2017-07-19,50,1913257,4.0,False
122154799,2017-07-15,8,1224521,13.0,False
125072810,2017-08-11,51,886398,2.0,False
125427376,2017-08-15,18,1463992,69.0,False
125163230,2017-08-12,45,1695936,17.65,False
122572384,2017-07-19,3,1458834,41.0,True
122769165,2017-07-21,1,1575235,2.0,False
122796854,2017-07-21,16,671908,1.0,True
124515066,2017-08-06,29,108698,1.0,False
123378161,2017-07-26,46,2010511,12.0,False
123588793,2017-07-28,50,2061404,24.0,False
123018397,2017-07-23,20,2003389,9.0,True
123584283,2017-07-28,49,757880,5.0,False
123231341,2017-07-25,20,1463888,3.0,False
124308464,2017-08-04,36,1967642,6.0,False
124615516,2017-08-07,24,1673297,5.0,True
124334312,2017-08-04,48,881912,7.0,False
124582746,2017-08-07,6,968935,2.0,False
124672009,2017-08-07,53,584099,4.31,False
123761339,2017-07-30,28,554145,5.0,False
122965279,2017-07-22,48,1920059,3.0,False
124816346,2017-08-09,23,911989,6.0,False
125412060,2017-08-15,9,368139,2.0,False
123198408,2017-07-25,2,1463936,6.0,False
123898115,2017-07-31,43,907686,12.0,False
125395687,2017-08-15,1,1503899,8.0,False
123199650,2017-07-25,3,583797,0.912,False
124267978,2017-08-04,11,1161572,9.0,False
122167664,2017-07-15,15,1696026,8.0,False
124417627,2017-08-05,37,464302,3.0,False
124332528,2017-08-04,47,1463820,7.0,False
123631433,2017-07-29,18,949243,7.0,False
122549487,2017-07-18,47,749421,5.0,False
122626105,2017-07-19,35,1695848,1.83,False
124099613,2017-08-02,36,114799,13.0,False
123073651,2017-07-23,48,586823,8.0,False
124263536,2017-08-04,9,177395,1.0,False
124350856,2017-08-05,1,1718319,2.0,False
122699952,2017-07-20,18,1246498,1.0,False
124844662,2017-08-09,40,1339883,8.0,False
123832943,2017-07-31,6,2011471,1.0,False
123905913,2017-07-31,46,1066900,1.0,False
122343683,2017-07-16,48,115891,14.0,False
124253598,2017-08-04,4,1464025,6.0,False
123275070,2017-07-25,45,1367438,1.0,False
123932500,2017-08-01,3,1906100,2.0,False
122848356,2017-07-21,45,1915036,5.0,False
123852086,2017-07-31,17,1423681,11.0,False
125091942,2017-08-12,6,1167188,2.0,False
123902818,2017-07-31,45,789223,6.0,False
123974278,2017-08-01,25,1457177,3.0,False
124653383,2017-08-07,45,1695828,45.243,False
124266066,2017-08-04,10,841607,1.0,False
124462098,2017-08-06,2,584078,3.014,False
123282068,2017-07-25,48,881911,6.0,False
124802547,2017-08-09,14,1179109,1.0,False
123834684,2017-07-31,7,1463935,2.0,False
123858020,2017-07-31,20,1958238,2.0,False
123528951,2017-07-28,20,165718,1.0,False
123086645,2017-07-23,53,592942,5.0,False
123485035,2017-07-27,50,1047786,5.0,False
125150144,2017-08-12,39,1502383,2.0,False
123208367,2017-07-25,7,562568,1.0,False
123929465,2017-08-01,2,1372585,1.0,False
124235828,2017-08-03,50,890371,1.0,False
124547730,2017-08-06,45,1584369,1.0,False
125005982,2017-08-11,17,1171142,3.0,False
125249561,2017-08-13,36,1456916,3.0,False
123849593,2017-07-31,15,2083837,18.0,True
125187893,2017-08-13,2,1279049,1.0,False
123712731,2017-07-30,3,799461,6.0,False
123845645,2017-07-31,13,890215,1.0,False
124513603,2017-08-06,28,876224,28.0,False
123272766,2017-07-25,44,1489882,32.0,False
123246824,2017-07-25,29,1400332,1.0,False
124536568,2017-08-06,41,378330,11.0,False
123455915,2017-07-27,37,368624,2.0,False
123366583,2017-07-26,41,2013674,2.0,False
125030564,2017-08-11,31,457688,3.0,False
124223747,2017-08-03,45,1473405,6.0,False
123603528,2017-07-29,3,1963606,4.0,False
124740222,2017-08-08,38,1400334,2.0,False
124370241,2017-08-05,10,108833,2.0,False
125441167,2017-08-15,26,1915036,1.0,False
125223735,2017-08-13,21,1157329,16.0,False
122821763,2017-07-21,31,866927,80.0,True
124538432,2017-08-06,41,2033805,17.0,False
123843347,2017-07-31,11,2007117,7.0,False
122778110,2017-07-21,5,1463783,1.0,False
123941650,2017-08-01,7,1950890,1.0,False
122451963,2017-07-17,49,269286,1.0,False
124123779,2017-08-02,46,2011220,4.0,False
125266414,2017-08-13,44,2002282,1.0,False
123777405,2017-07-30,37,1052022,4.0,False
123911086,2017-07-31,48,903284,81.704,False
123053252,2017-07-23,39,2016419,5.0,False
123616920,2017-07-29,9,1412392,8.0,False
123935251,2017-08-01,5,103665,4.0,False
122145761,2017-07-15,4,1239795,1.0,False
123476084,2017-07-27,46,1960591,1.0,False
124721818,2017-08-08,27,619969,1.0,False
123553795,2017-07-28,35,464339,1.0,False
124198654,2017-08-03,31,2048399,3.0,False
122280669,2017-07-16,17,1098624,19.0,False
124430786,2017-08-05,43,903286,25.286,False
123022244,2017-07-23,22,2036460,4.0,False
124514430,2017-08-06,28,1464099,9.0,False
123330982,2017-07-26,20,579759,3.0,False
125077430,2017-08-11,53,592801,3.0,False
124030684,2017-08-01,52,1110679,2.0,False
122675648,2017-07-20,4,1457840,6.0,False
124001275,2017-08-01,40,1162935,10.0,False
122527140,2017-07-18,36,1913599,2.0,False
122849286,2017-07-21,46,428394,1.0,False
123146498,2017-07-24,31,1089163,5.0,True
123474879,2017-07-27,46,938436,1.0,False
125454348,2017-08-15,34,1501520,11.0,True
122498235,2017-07-18,18,2057231,10.181,False
125224685,2017-08-13,21,2026609,4.0,False
124524095,2017-08-06,34,1089845,4.0,True
122765333,2017-07-20,53,936341,2.0,False
124101582,2017-08-02,37,268623,3.0,False
123191204,2017-07-24,52,1696038,4.024,False
124920796,2017-08-10,25,1456952,2.0,True
124357508,2017-08-05,4,1289417,1.0,False
123096044,2017-07-24,3,1673295,47.0,False
125337095,2017-08-14,25,1328907,4.0,False
123615000,2017-07-29,8,1914786,14.0,False
125443966,2017-08-15,28,752167,1.0,False
125164966,2017-08-12,46,1047690,45.0,False
123828888,2017-07-31,5,215468,6.0,False
124833019,2017-08-09,33,1993195,6.0,False
124529159,2017-08-06,37,1165988,4.0,False
125016856,2017-08-11,23,1489899,10.0,False
124640246,2017-08-07,39,1463609,28.0,False
122295835,2017-07-16,25,454326,1.0,False
122758803,2017-07-20,50,1087269,11.0,False
122552118,2017-07-18,48,823245,5.0,False
123688829,2017-07-29,47,360314,12.0,False
122500974,2017-07-18,20,1457179,1.0,False
123301867,2017-07-26,3,1320701,4.0,False
124425148,2017-08-05,40,1457256,5.0,False
122398472,2017-07-17,21,207857,9.0,False
124944125,2017-08-10,40,1457184,3.0,False
122535024,2017-07-18,40,2002469,2.0,False
122251456,2017-07-16,2,1457341,23.0,True
122734995,2017-07-20,39,2045545,1.0,False
122197007,2017-07-15,31,1305845,26.0,False
124475553,2017-08-06,7,1963606,1.0,False
122548629,2017-07-18,46,2026945,19.0,False
124756426,2017-08-08,46,740729,5.0,False
122178366,2017-07-15,21,1390351,1.0,False
122312233,2017-07-16,34,261053,2.0,False
125225992,2017-08-13,22,1695972,8.895,False
122735044,2017-07-20,39,2061781,1.0,False
123549212,2017-07-28,31,1920141,2.0,False
123566354,2017-07-28,42,215327,4.0,False
125411718,2017-08-15,8,2049037,2.0,False
123424908,2017-07-27,17,255199,4.0,False
122492162,2017-07-18,15,557256,19.0,True
123453093,2017-07-27,34,2054101,3.0,False
123498972,2017-07-28,3,864510,15.0,False
122363852,2017-07-17,2,1361205,1.0,False
122950391,2017-07-22,43,853195,5.0,False
124784109,2017-08-09,4,1457180,1.0,False
123549805,2017-07-28,32,759651,1.0,False
124541045,2017-08-06,43,511397,3.0,False
124798255,2017-08-09,11,1239810,11.0,True
122551546,2017-07-18,48,215304,5.0,False
123246503,2017-07-25,29,1087270,7.0,False
125372430,2017-08-14,45,1273024,2.0,False
122188523,2017-07-15,27,502182,3.0,False
123209153,2017-07-25,7,1317094,3.0,False
125002531,2017-08-11,15,322095,2.0,False
125043699,2017-08-11,39,459801,7.0,False
123160947,2017-07-24,40,220435,37.0,False
123788412,2017-07-30,42,1463788,5.0,False
122624287,2017-07-19,34,843462,3.0,False
124493567,2017-08-06,18,215327,4.0,False
122762867,2017-07-20,52,634054,9.159,False
122473556,2017-07-18,4,1993601,2.0,False
125415467,2017-08-15,11,265254,3.0,False
124803106,2017-08-09,14,2027252,5.0,True
123271467,2017-07-25,44,668752,1.0,False
122848602,2017-07-21,45,2003375,5.0,True
123521454,2017-07-28,15,314881,1.0,False
124092442,2017-08-02,31,264299,1192.0,True
122952876,2017-07-22,44,1047733,14.0,False
124029993,2017-08-01,52,502230,3.0,False
123050099,2017-07-23,38,1166474,4.0,False
124106488,2017-08-02,39,819194,8.0,True
122592072,2017-07-19,13,1696047,10.148,False
122581526,2017-07-19,7,1961112,7.496,True
122798114,2017-07-21,17,594045,2.0,False
125141807,2017-08-12,35,378685,4.0,False
122453251,2017-07-17,49,1317096,8.0,False
124169175,2017-08-03,14,557810,2.0,False
124593130,2017-08-07,11,890372,2.0,False
122888002,2017-07-22,8,1962621,2.0,False
124541618,2017-08-06,43,1134971,19.0,False
123723051,2017-07-30,7,1457168,3.0,False
122810273,2017-07-21,24,979196,2.0,False
124667825,2017-08-07,51,1017791,7.0,False
122648736,2017-07-19,46,1473411,0.894,True
124005735,2017-08-01,42,1464071,1.0,False
122843867,2017-07-21,44,525887,7.0,True
122292492,2017-07-16,23,1324667,1.0,False
123501688,2017-07-28,4,1047786,13.0,False
122902020,2017-07-22,17,655840,1.0,False
123106759,2017-07-24,8,1285154,7.0,False
122961687,2017-07-22,47,1229642,2.0,False
123390704,2017-07-26,51,2018471,1.0,False
123928767,2017-08-01,2,793345,1.0,False
124233666,2017-08-03,49,1229023,3.0,False
124041167,2017-08-02,3,1146795,36.0,False
123098902,2017-07-24,5,265279,3.0,False
124304590,2017-08-04,34,470625,4.0,False
124114332,2017-08-02,43,759894,1.0,False
125081399,2017-08-12,1,1463881,6.0,False
124795890,2017-08-09,9,2084557,6.0,False
125077073,2017-08-11,53,177395,8.0,False
123205933,2017-07-25,6,371438,4.0,False
122866120,2017-07-21,52,1922657,4.0,False
124817102,2017-08-09,23,1693647,7.0,True
122691509,2017-07-20,12,1932493,2.0,True
123940188,2017-08-01,7,617548,2.0,False
124623070,2017-08-07,29,454596,5.0,False
124946533,2017-08-10,42,116017,10.0,False
123977402,2017-08-01,27,1153584,13.0,False
122505076,2017-07-18,23,312113,1.0,False
123246571,2017-07-25,29,1150954,1.0,False
123518265,2017-07-28,12,1473412,3.767,False
124355051,2017-08-05,3,1328340,16.0,False
122277451,2017-07-16,15,977007,3.0,False
123084766,2017-07-23,52,1148812,19.0,True
124559692,2017-08-06,50,123601,7.0,False
124881773,2017-08-10,3,767183,3.0,False
123470108,2017-07-27,44,1312957,6.0,False
124929193,2017-08-10,31,621300,11.0,False
123690427,2017-07-29,47,1463864,15.0,False
125468639,2017-08-15,42,1457201,5.0,False
123242582,2017-07-25,27,1047679,2.0,False
125132577,2017-08-12,29,323013,8.0,False
122711218,2017-07-20,25,315176,4.0,False
124400496,2017-08-05,27,372369,11.0,True
122274710,2017-07-16,13,851982,1.0,False
123399603,2017-07-27,2,1441517,2.0,False
123564014,2017-07-28,40,1971328,4.0,False
123741970,2017-07-30,18,765517,1.0,False
123383146,2017-07-26,48,1971436,3.0,False
123087285,2017-07-23,53,1239810,5.0,False
123994225,2017-08-01,37,508947,5.0,False
122508366,2017-07-18,24,1695936,4.853,False
125082491,2017-08-12,2,664537,1.0,False
124663297,2017-08-07,49,1354719,9.0,False
125489519,2017-08-15,51,317285,40.0,False
122417971,2017-07-17,32,890372,1.0,False
123051094,2017-07-23,38,2011328,2.0,False
123728718,2017-07-30,9,2059647,4.0,False
123226438,2017-07-25,17,2008571,9.0,False
124592243,2017-08-07,10,1973919,3.0,False
123481725,2017-07-27,49,308766,1.0,False
125368915,2017-08-14,44,730258,30.0,False
122270618,2017-07-16,10,2086882,3.0,False
123926869,2017-08-01,1,999545,5.0,False
125326730,2017-08-14,19,2018358,1.0,False
122708189,2017-07-20,23,1386220,1.0,False
125019692,2017-08-11,25,315176,11.0,False
124725597,2017-08-08,29,683721,3.0,False
125063737,2017-08-11,47,1975512,12.0,False
122757100,2017-07-20,49,1533184,5.0,False
124422917,2017-08-05,39,1228320,4.0,True
124653649,2017-08-07,45,1975578,6.0,False
123958689,2017-08-01,17,1102970,4.0,False
124882491,2017-08-10,3,1317096,1.0,False
122886480,2017-07-22,8,796395,6.0,False
123660731,2017-07-29,34,859932,4.0,False
125282839,2017-08-13,50,2027777,1.0,False
122932698,2017-07-22,34,951675,12.0,False
125015247,2017-08-11,22,1695836,1.432,False
124202806,2017-08-03,34,2057033,6.0,False
122428928,2017-07-17,38,2049081,10.0,False
123978545,2017-08-01,28,106716,3.0,False
124003985,2017-08-01,41,1971338,4.0,False
125056849,2017-08-11,45,1040170,13.0,False
124388172,2017-08-05,20,1157329,48.0,False
123005262,2017-07-23,13,165727,1.0,False
123761079,2017-07-30,28,264751,2.0,False
123943320,2017-08-01,8,1239898,5.27,False
125087062,2017-08-12,4,357963,7.0,False
124792243,2017-08-09,8,939662,1.0,False
122821406,2017-07-21,31,404454,5.0,False
122169360,2017-07-15,17,114790,10.0,True
123270500,2017-07-25,43,1914786,15.0,False
122734671,2017-07-20,39,1751176,2.919,False
122938632,2017-07-22,37,1718319,5.0,False
122552043,2017-07-18,48,743496,1.0,False
124193505,2017-08-03,28,1936589,5.0,False
123768994,2017-07-30,32,664543,1.0,False
123916677,2017-07-31,50,1176562,2.0,False
122785364,2017-07-21,8,1913258,9.0,False
122890926,2017-07-22,10,471980,3.0,False
122657030,2017-07-19,49,2030606,2.417,False
124659969,2017-08-07,48,781798,3.0,False
123863908,2017-07-31,24,452022,5.0,False
123925386,2017-07-31,54,1165988,1.0,False
124675039,2017-08-08,1,268664,4.0,False
122767851,2017-07-21,1,358515,1.0,False
122361647,2017-07-17,1,1288843,5.459,False
124140342,2017-08-02,53,939663,1.0,False
124328607,2017-08-04,46,671083,3.0,True
124367679,2017-08-05,8,2010793,1.0,False
124148847,2017-08-03,3,1501547,1.0,False
124818586,2017-08-09,24,1164923,20.0,False
123511229,2017-07-28,8,1584309,2.0,False
124497934,2017-08-06,20,908741,1.0,False
122352885,2017-07-16,51,1102976,2.0,False
124362198,2017-08-05,6,1456935,2.0,False
124436661,2017-08-05,45,1422837,13.0,False
122780757,2017-07-21,6,1976342,3.0,False
122264566,2017-07-16,8,410257,16.0,False
123298696,2017-07-26,2,584078,5.959,False
125281016,2017-08-13,50,634015,20.39,False
122591106,2017-07-19,13,108952,2.0,False
123356652,2017-07-26,36,1460021,3.0,False
123485424,2017-07-27,50,1354384,14.0,False
123029469,2017-07-23,26,1695845,6.0,True
124078384,2017-08-02,23,752987,2.0,False
124190252,2017-08-03,27,319093,2.0,False
123697546,2017-07-29,50,812751,20.0,False
124400208,2017-08-05,26,2053610,1.0,False
125199381,2017-08-13,7,1239916,2.0,False
123995295,2017-08-01,37,1460019,3.0,False
125334710,2017-08-14,24,900196,1.0,False
123526354,2017-07-28,18,939661,2.0,False
123596829,2017-07-28,54,2048271,3.0,False
122151484,2017-07-15,7,305080,19.0,False
122845342,2017-07-21,44,1473511,38.333,False
124222199,2017-08-03,45,418025,12.0,False
122737708,2017-07-20,41,1239897,14.083,False
122677382,2017-07-20,5,1243814,1.0,False
122261933,2017-07-16,6,2051064,8.0,True
123913929,2017-07-31,49,1114914,4.0,False
124937602,2017-08-10,37,830806,1.0,False
122221645,2017-07-15,44,996613,26.807,False
123862832,2017-07-31,23,1305845,11.0,False
124980689,2017-08-11,3,1342006,16.0,False
123311719,2017-07-26,8,215896,17.0,False
125436279,2017-08-15,23,2002136,1.0,False
124900975,2017-08-10,13,414752,2.0,False
124892559,2017-08-10,8,938125,1.0,False
122553274,2017-07-18,48,1695846,0.917,False
123248768,2017-07-25,30,2026256,1.0,False
122295646,2017-07-16,25,208514,4.0,False
125297395,2017-08-14,3,1463787,12.0,False
124280061,2017-08-04,19,953562,1.0,False
125319688,2017-08-14,15,1114914,7.0,False
124810081,2017-08-09,19,1412392,2.0,True
123574225,2017-07-28,45,1176559,3.0,False
125094785,2017-08-12,7,1695830,18.523,False
122700302,2017-07-20,18,1501581,5.0,False
122563232,2017-07-18,52,2086882,8.0,False
123464048,2017-07-27,41,1127860,1.0,False
123985902,2017-08-01,31,2011328,-36.0,False
124557629,2017-08-06,49,829414,3.0,False
124006910,2017-08-01,43,671039,29.0,True
124138273,2017-08-02,52,1176558,6.0,False
124985408,2017-08-11,5,1609729,7.0,True
122581686,2017-07-19,7,2011266,3.0,False
124918220,2017-08-10,24,872310,4.0,False
123795591,2017-07-30,45,1239808,6.0,False
124291959,2017-08-04,25,2045360,2.0,False
122268042,2017-07-16,9,1229935,1.0,False
125490701,2017-08-15,51,1456922,2.0,False
124966511,2017-08-10,50,882624,5.0,False
125349081,2017-08-14,33,886396,1.0,False
122197668,2017-07-15,31,2008562,2.0,False
122557983,2017-07-18,50,1463693,3.0,False
124080420,2017-08-02,24,839363,10.0,False
122996742,2017-07-23,8,1317092,2.0,False
124193786,2017-08-03,28,2048546,6.0,False
124786080,2017-08-09,5,1457160,3.0,True
124370346,2017-08-05,10,268664,2.0,False
125282304,2017-08-13,50,1533184,10.0,False
123387117,2017-07-26,50,1084437,10.0,False
124092285,2017-08-02,30,2054291,4.0,False
122503309,2017-07-18,21,2001632,4.0,False
123049958,2017-07-23,38,1052022,5.0,False
124962584,2017-08-10,48,1695904,0.952,False
123676265,2017-07-29,42,681606,3.0,False
124991598,2017-08-11,8,1239901,51.663,True
125339337,2017-08-14,27,557285,3.0,True
125440883,2017-08-15,26,1344514,1.0,False
123520592,2017-07-28,14,1089846,1.0,False
122239680,2017-07-15,50,1987383,18.0,False
124768549,2017-08-08,51,155621,1.0,False
124890804,2017-08-10,7,1324845,1.0,False
124096363,2017-08-02,33,1473483,7.726,False
123805894,2017-07-30,49,476707,7.0,False
123392144,2017-07-26,52,1242667,9.0,False
123401583,2017-07-27,3,1146797,4.0,False
122583789,2017-07-19,8,1695835,114.44,True
124855593,2017-08-09,45,1463602,2.0,False
125164595,2017-08-12,46,759694,20.0,False
123490805,2017-07-27,52,2048300,6.0,False
124009744,2017-08-01,44,1229591,1.0,False
123149499,2017-07-24,33,1368456,2.0,False
124101488,2017-08-02,37,165727,3.0,True
123927530,2017-08-01,1,1466039,1.0,False
123719446,2017-07-30,6,364832,11.0,False
125095580,2017-08-12,8,365264,4.0,False
124313175,2017-08-04,39,371438,6.0,False
122342795,2017-07-16,47,1471912,8.0,False
123873098,2017-07-31,29,457688,4.0,False
123758882,2017-07-30,27,402136,6.0,False
122426936,2017-07-17,37,2046528,3.0,False
122173748,2017-07-15,19,838832,9.0,False
124573073,2017-08-07,2,119624,11.0,False
122586329,2017-07-19,9,2036618,10.764,False
123467255,2017-07-27,43,472314,2.0,False
124241205,2017-08-03,52,1463806,18.0,False
124998119,2017-08-11,11,2011220,6.0,False
125011284,2017-08-11,20,1239808,2.0,False
123870493,2017-07-31,27,1936931,2.0,False
122490868,2017-07-18,14,724360,3.0,False
122696985,2017-07-20,16,1899450,1.0,False
122740007,2017-07-20,42,1672581,2.674,False
123576117,2017-07-28,46,464906,1.0,False
124318187,2017-08-04,41,1940466,1.0,False
123325880,2017-07-26,17,268834,7.0,False
123525473,2017-07-28,17,1969899,3.0,False
122946607,2017-07-22,41,1390351,10.0,True
125234525,2017-08-13,27,1239847,1.0,False
122623207,2017-07-19,33,1325324,1.0,False
125050214,2017-08-11,42,1346631,1.0,False
124882321,2017-08-10,3,1176561,2.0,False
123587822,2017-07-28,50,1403464,102.0,False
122206771,2017-07-15,37,1182733,16.0,False
122835145,2017-07-21,39,1456952,3.0,True
